ID,Trophies,Wins,Losses,King Tower,Card Level,Total Level Difference,LvlDiff/Match
0,16057.0,5000,141,187,8.0,62.0,1551.0,4.728658536585366
1,6413.0,5000,145,173,8.0,64.0,1278.0,4.018867924528302
2,9002.0,5000,104,177,8.0,61.0,1317.0,4.686832740213523
3,2624.0,5000,122,176,8.0,62.0,1298.0,4.355704697986577
4,14133.0,5000,144,190,8.0,65.0,1228.0,3.6766467065868262
5,5199.0,5000,146,161,8.0,71.0,1247.0,4.061889250814332
6,3261.0,5000,126,200,8.0,61.0,1393.0,4.273006134969325
7,15398.0,5000,126,166,8.0,63.0,1180.0,4.041095890410959
8,24826.0,5000,136,184,8.0,61.0,1706.0,5.33125
9,2429.0,5000,109,185,8.0,60.0,1506.0,5.122448979591836
10,14449.0,5000,138,172,8.0,66.0,1434.0,4.625806451612903
11,24977.0,5000,127,192,8.0,63.0,1347.0,4.222570532915361
12,9278.0,5000,137,198,8.0,61.0,1554.0,4.638805970149254
13,12561.0,5000,123,181,8.0,63.0,1162.0,3.8223684210526314
14,12105.0,5000,144,187,8.0,61.0,1926.0,5.818731117824774
15,23507.0,5000,121,186,8.0,60.0,1450.0,4.723127035830619
16,24678.0,5000,156,180,8.0,65.0,1346.0,4.005952380952381
17,18990.0,5000,118,213,8.0,60.0,1552.0,4.688821752265861
18,7399.0,5000,128,202,8.0,64.0,1268.0,3.8424242424242423
19,4829.0,5000,123,183,8.0,63.0,1244.0,4.065359477124183
20,9569.0,5000,139,174,8.0,62.0,1712.0,5.4696485623003195
21,22765.0,5000,125,207,8.0,61.0,1498.0,4.5120481927710845
22,1437.0,5000,152,172,8.0,68.0,1551.0,4.787037037037037
23,16970.0,5000,144,178,8.0,67.0,1419.0,4.406832298136646
24,5763.0,5000,129,188,8.0,61.0,1582.0,4.990536277602524
25,14123.0,5000,160,173,8.0,72.0,1636.0,4.912912912912913
26,7919.0,5000,134,166,8.0,62.0,1551.0,5.17
27,526.0,5000,156,169,9.0,72.0,1374.0,4.227692307692307
28,19234.0,5000,118,215,8.0,61.0,1416.0,4.252252252252252
29,12928.0,5000,139,191,8.0,62.0,1715.0,5.196969696969697
30,18462.0,5000,142,182,8.0,62.0,1394.0,4.302469135802469
31,24117.0,5000,141,197,8.0,64.0,1482.0,4.384615384615385
32,16686.0,5000,152,175,8.0,67.0,1451.0,4.437308868501529
33,3481.0,5000,132,179,8.0,62.0,1519.0,4.884244372990354
34,13696.0,5000,133,166,8.0,63.0,1288.0,4.3076923076923075
35,16909.0,5000,149,183,8.0,66.0,1487.0,4.478915662650603
36,10080.0,5000,158,176,9.0,68.0,1662.0,4.976047904191617
37,9706.0,5000,132,189,8.0,64.0,1214.0,3.781931464174455
38,9037.0,5000,128,192,8.0,62.0,1534.0,4.79375
39,5649.0,5000,124,229,8.0,60.0,1745.0,4.943342776203966
40,5125.0,5000,124,184,8.0,62.0,1340.0,4.35064935064935
41,1712.0,5000,131,197,8.0,62.0,1303.0,3.972560975609756
42,11314.0,5000,137,222,8.0,60.0,1892.0,5.270194986072424
43,891.0,5000,141,181,8.0,64.0,1290.0,4.0062111801242235
44,23117.0,5000,126,175,8.0,64.0,1322.0,4.392026578073089
45,13941.0,5000,142,167,8.0,66.0,1264.0,4.090614886731392
46,16433.0,5000,128,212,8.0,60.0,1538.0,4.523529411764706
47,22370.0,5000,163,175,8.0,71.0,1500.0,4.437869822485207
48,22983.0,5000,146,183,8.0,65.0,1319.0,4.009118541033435
49,11601.0,5000,132,189,8.0,61.0,1543.0,4.806853582554517
50,7981.0,5000,134,207,8.0,61.0,1609.0,4.718475073313783
51,23291.0,5000,137,174,8.0,63.0,1199.0,3.855305466237942
52,4912.0,5000,167,185,8.0,71.0,1435.0,4.076704545454546
53,15586.0,5000,115,196,8.0,60.0,1519.0,4.884244372990354
54,23964.0,5000,152,168,9.0,73.0,1369.0,4.278125
55,18663.0,5000,129,184,8.0,61.0,1469.0,4.693290734824281
56,6365.0,5000,161,177,9.0,68.0,1402.0,4.14792899408284
57,3346.0,5000,133,187,8.0,61.0,1788.0,5.5875
58,2656.0,5000,140,157,9.0,69.0,1328.0,4.4713804713804715
59,8903.0,5000,127,182,8.0,61.0,1428.0,4.621359223300971
60,18326.0,5000,133,196,8.0,61.0,1516.0,4.60790273556231
61,10304.0,5000,128,193,8.0,62.0,1355.0,4.221183800623053
62,13215.0,5000,122,181,8.0,62.0,1019.0,3.363036303630363
63,4273.0,5000,133,199,8.0,60.0,1630.0,4.909638554216867
64,4887.0,5000,139,180,8.0,67.0,1281.0,4.015673981191223
65,14926.0,5000,132,186,8.0,62.0,1327.0,4.172955974842767
66,19311.0,5000,146,171,8.0,66.0,1266.0,3.993690851735016
67,5260.0,5000,124,162,8.0,62.0,1210.0,4.230769230769231
68,13838.0,5000,131,184,8.0,62.0,1347.0,4.276190476190476
69,5178.0,5000,146,158,9.0,68.0,1567.0,5.154605263157895
70,22074.0,5000,148,160,9.0,72.0,1491.0,4.840909090909091
71,18660.0,5000,134,179,8.0,62.0,1265.0,4.041533546325879
72,16056.0,5000,139,170,8.0,65.0,1393.0,4.508090614886731
73,20009.0,5000,146,181,8.0,65.0,1517.0,4.63914373088685
74,12008.0,5000,144,169,8.0,67.0,1280.0,4.0894568690095845
75,18480.0,5000,99,178,8.0,60.0,1403.0,5.064981949458484
76,17535.0,5000,143,172,8.0,64.0,1487.0,4.720634920634921
77,21541.0,5000,143,162,8.0,64.0,1470.0,4.819672131147541
78,23653.0,5000,145,154,8.0,71.0,1267.0,4.237458193979933
79,17363.0,5000,133,183,8.0,60.0,1824.0,5.772151898734177
80,21799.0,5000,132,178,8.0,66.0,1256.0,4.051612903225807
81,24865.0,5000,134,183,8.0,61.0,1819.0,5.738170347003154
82,2560.0,5000,127,212,8.0,61.0,1519.0,4.480825958702065
83,2294.0,5000,146,170,8.0,68.0,1206.0,3.8164556962025316
84,16996.0,5000,114,185,8.0,61.0,1155.0,3.862876254180602
85,12344.0,5000,127,171,8.0,61.0,1467.0,4.922818791946309
86,23941.0,5000,127,178,8.0,62.0,1713.0,5.616393442622951
87,8699.0,5000,159,178,8.0,69.0,1296.0,3.8456973293768546
88,4430.0,5000,163,190,8.0,68.0,1654.0,4.685552407932011
89,14236.0,5000,159,191,9.0,69.0,1526.0,4.36
90,685.0,5000,120,196,8.0,60.0,1637.0,5.180379746835443
91,20169.0,5000,125,176,8.0,62.0,1207.0,4.009966777408638
92,7189.0,5000,122,197,8.0,60.0,1636.0,5.128526645768025
93,1457.0,5000,137,160,8.0,66.0,1343.0,4.521885521885522
94,23315.0,5000,145,167,8.0,66.0,1275.0,4.086538461538462
95,1512.0,5000,109,201,8.0,60.0,1570.0,5.064516129032258
96,18703.0,5000,130,206,8.0,61.0,1694.0,5.041666666666667
97,9972.0,5000,116,195,8.0,60.0,1541.0,4.954983922829582
98,15097.0,5000,152,167,9.0,72.0,1659.0,5.200626959247649
99,1095.0,5000,140,163,8.0,64.0,1435.0,4.735973597359736
100,10610.0,5000,134,213,8.0,60.0,1841.0,5.305475504322766
101,135.0,5000,148,192,8.0,62.0,1595.0,4.6911764705882355
102,9424.0,5000,137,182,8.0,65.0,1316.0,4.12539184952978
103,4491.0,5000,122,203,8.0,62.0,1224.0,3.766153846153846
